ll	lw	pl	pw
0.5844060129248451	3.192601060933026	1.4780496022059497	0.10	Iris-setosa
5.317647300262202	2.1365897277472676	0.6623376879418551	0.50	Iris-setosa	
1.1978753147736259	2.8473492748193467	1.0803735661010316	0.18	Iris-setosa	
1.4069243734002086	3.7580008836708307	0.4973029382001557	0.09	Iris-setosa	
0.1173512630260249	1.2855600575441146	1.6809592140361624	0.01	Iris-setosa	
4.492466379831221	2.270794499694947	0.4946534694448613	0.23	Iris-setosa	
4.76770932097142	3.498786169732748	0.9336784398177197	0.38	Iris-setosa	
4.142340264486386	1.17729224949066	1.4617785470051268	0.39	Iris-setosa	
5.341169090027848	3.185101561649291	1.7449712755420281	0.14	Iris-setosa	
4.978115348241495	0.8709396287177457	0.8409435153366076	0.00	Iris-setosa	
3.3817135822575177	0.23933587805028425	0.33496339278047577	0.22	Iris-setosa	
5.12724772078932	4.103227212091185	0.7178353251931909	0.29	Iris-setosa	
4.761016076651614	3.213928682436583	0.4778936620624939	0.13	Iris-setosa	
5.699306478269532	3.4974634451303457	0.827367760231467	0.49	Iris-setosa	
5.037971491977907	2.7321041074907235	1.8036679371063784	0.58	Iris-setosa	
4.818070698164455	2.8953342334376533	0.8782303214382536	0.55	Iris-setosa	
5.558866970093996	1.1893012027422374	0.9695243280887738	0.13	Iris-setosa	
0.7915290040845666	2.222189132737312	0.8926657257767531	0.29	Iris-setosa	
1.5052194710969007	0.37879965975689145	1.2857936781503485	0.22	Iris-setosa	
1.4518134218208685	4.2569904187800365	0.13295951029024178	0.13	Iris-setosa	
0.5463133888904879	3.7774763498050485	0.25473992702826054	0.11	Iris-setosa	
3.3470992496479446	1.5928624472178792	1.361127306771315	0.39	Iris-setosa	
4.603469315970756	3.327632387087682	0.9564647696619911	0.04	Iris-setosa	
4.517500613226551	4.374179582290949	1.0532829526452125	0.26	Iris-setosa	
4.683075280689123	0.8508255951718026	0.5908607981995329	0.40	Iris-setosa	
0.03699390343661093	3.2961288914755693	1.7651726209604575	0.43	Iris-setosa	
5.385410332606079	0.9296487125823725	1.1595976626554443	0.39	Iris-setosa	
3.7534010577979244	1.0526868356297734	1.6203593100919038	0.54	Iris-setosa	
4.346294435210782	1.1933885102454531	0.347125537740478	0.14	Iris-setosa	
1.908462507074255	0.11894611900311759	1.867541333034176	0.43	Iris-setosa	
4.118592856297612	2.6435045503844887	0.9346802753971543	0.30	Iris-setosa	
0.9700318773582111	3.053730518996861	1.728490208598333	0.53	Iris-setosa	
2.050608885635153	2.1548647593003056	1.5562748278391605	0.29	Iris-setosa	
2.858423263140031	3.408435794212233	1.5330914386726076	0.21	Iris-setosa	
3.768393891272635	0.7886755273775335	0.4806606836043034	0.50	Iris-setosa	
3.1989434641512675	3.6280327531974184	1.4129732765818854	0.56	Iris-setosa	
2.9190085873326326	1.053043213705033	0.8782446800045663	0.25	Iris-setosa	
5.282638402591879	0.6301719920808432	0.40020721136052845	0.11	Iris-setosa	
4.681763357874145	2.5471053259564704	0.8069447504536608	0.07	Iris-setosa	
3.267286675305499	4.048326088458401	1.2525650889438658	0.21	Iris-setosa	
3.80447241715558	2.124668613526725	1.0259691348455362	0.42	Iris-setosa	
5.600671402112931	3.624907218942125	0.20181680743450722	0.09	Iris-setosa	
3.371750990496151	1.413291000485527	1.521503786420799	0.38	Iris-setosa	
2.8981601702928215	1.340298643124882	0.19655329510725	0.25	Iris-setosa	
5.362386363648771	3.6247458748636388	1.8032920361431017	0.05	Iris-setosa	
0.5566260945943478	0.5637358249374307	1.1860189772746963	0.01	Iris-setosa	
4.102816176579588	0.29280556248532535	1.5060908941198754	0.33	Iris-setosa	
0.0367399224109727	4.011976453716275	1.2664380867747753	0.41	Iris-setosa	
3.5737430378191983	2.474281485603219	0.20498860117748421	0.46	Iris-setosa	
5.5956658145798155	3.0016954310016626	1.1863193781048644	0.17	Iris-setosa	
5.576917668519741	0.4492589819387455	1.5285673146615726	0.02	Iris-setosa	
1.3021897375282236	3.181543265820286	1.3822232177489147	0.06	Iris-setosa	
4.219122288398343	1.0564632681250214	0.5288960936607013	0.56	Iris-setosa	
1.2163148689801557	1.0298051574265554	0.1914760212492738	0.56	Iris-setosa	
0.42038450809957234	2.499695801675017	0.2423376005726383	0.59	Iris-setosa	
4.46535230474347	2.5035977986071565	0.4633160237257097	0.08	Iris-setosa	
5.20345331051726	0.7612765092127046	1.2501538399285397	0.08	Iris-setosa	
1.5985404748832523	0.32554199808662565	1.8649544625588301	0.46	Iris-setosa	
1.9715691573564254	4.058430774481888	1.6228945637359309	0.41	Iris-setosa	
0.25222280998995555	3.4938485157467536	0.3540373905213783	0.44	Iris-setosa	
1.8315577724474013	2.0785583913458154	1.407552942294464	0.06	Iris-setosa	
4.807616590500427	2.5017541929383627	1.5639917592353956	0.27	Iris-setosa	
2.6692809777072655	0.6293215722517884	0.5914733613263337	0.09	Iris-setosa	
2.1732026494207006	1.2522461977714807	0.22374043915071928	0.19	Iris-setosa	
0.534473917193842	0.23948977467727992	0.8519948543553859	0.04	Iris-setosa	
1.4737684724883389	1.3540122216612014	1.7082705661962625	0.12	Iris-setosa	
0.34200148337362174	0.7464793867258573	0.9758151585817327	0.28	Iris-setosa	
2.8781348414702164	1.5845534307560674	0.791539272587115	0.35	Iris-setosa	
3.346563324262209	0.6065242969140512	1.0070598233326087	0.42	Iris-setosa	
4.247598694273655	1.6063977790483874	0.3482019988367899	0.13	Iris-setosa	
2.4978809801859	0.3634169300975019	0.25804001450648184	0.36	Iris-setosa	
4.937121180805877	0.12235222426871886	1.225646439374331	0.21	Iris-setosa	
0.8333966584631053	3.2117550861439015	1.391684449174485	0.39	Iris-setosa	
2.3312946685938583	0.7557293880629772	1.3828180407768689	0.43	Iris-setosa	
5.715515423006152	2.2906338026929496	0.9596290329756595	0.26	Iris-setosa	
1.3471191031406895	0.4414886112042536	1.0673201474856442	0.13	Iris-setosa	
5.370422424597185	2.643718857130475	0.4549486576989556	0.28	Iris-setosa	
0.585617026053679	2.2142261913390606	1.7772736523083577	0.41	Iris-setosa	
5.23550578207778	3.6816394572066615	0.21351621807932294	0.10	Iris-setosa	
1.4643221068971433	2.9789551801932777	0.5294209311521336	0.15	Iris-setosa	
0.07241678341935517	1.0826379483800352	1.6729720736198566	0.15	Iris-setosa	
1.1126691521907308	0.3506091671294301	0.42995765939677827	0.15	Iris-setosa	
2.852798146554101	2.167413661143958	0.27328953824314106	0.55	Iris-setosa	
0.8623191078918443	2.1482107210235566	0.1195774450697589	0.31	Iris-setosa	
3.473713434974638	1.4840990214602714	1.1579197509886994	0.42	Iris-setosa	
5.614448617677588	1.2296393435265072	1.1392134849450108	0.52	Iris-setosa	
4.409804954126089	0.839304359123178	1.0095011849693085	0.45	Iris-setosa	
2.4160366594573603	2.652937802637436	0.5379616266389842	0.38	Iris-setosa	
3.459216378174604	0.7111701600465611	1.42911724689581	0.55	Iris-setosa	
0.8271791620459169	2.050094158345914	1.119669113606551	0.57	Iris-setosa	
3.990307217109189	1.0803632956454794	0.043087465036936855	0.54	Iris-setosa	
4.5114617476928	4.399237070750796	1.8996735801395213	0.02	Iris-setosa	
1.1461927377454606	2.414954959045844	0.9962752507723758	0.28	Iris-setosa	
5.331424397693587	1.8811808828484096	0.21817641755326064	0.29	Iris-setosa	
4.114139084603587	3.045118709898639	1.4658980571959614	0.21	Iris-setosa	
5.681145810043646	2.2062601336991436	1.3317353193179045	0.33	Iris-setosa	
5.216846998162208	3.4635841611015237	0.6048231888931778	0.19	Iris-setosa	
0.8379824131207686	1.897387928864044	1.3793598007292973	0.57	Iris-setosa	
5.232652363992735	2.7877861844191405	1.7983343927008144	0.40	Iris-setosa	
5.365490193277673	2.5152791679052533	1.2946944584078355	0.27	Iris-setosa	
2.801677465622845	0.11964493882707808	0.4933528091633228	0.02	Iris-setosa	
0.249562182875748	1.7117730886244504	1.4107743456205708	0.20	Iris-setosa	
2.224963119235136	1.438916172397611	1.6340977400840888	0.15	Iris-setosa	
3.6998128347901167	2.0971943247926212	1.0788366766267403	0.46	Iris-setosa	
2.613612322047185	2.9660474621602635	1.0131704579835954	0.46	Iris-setosa	
0.19824009888911948	2.807689789127571	1.4976732501981704	0.21	Iris-setosa	
2.3949789199082536	2.2304796788425447	0.22204638545775893	0.40	Iris-setosa	
3.2271962104514595	1.3584782507111233	0.9250081027928931	0.22	Iris-setosa	
2.4329285985296165	1.1803293081413477	1.8599592807754015	0.34	Iris-setosa	
0.7586992592117693	3.6689507381662936	0.41738462581628827	0.50	Iris-setosa	
4.069208426325889	1.9693910793431353	0.5351623754933652	0.35	Iris-setosa	
3.8371163329309965	1.6455588672642614	0.7200466716041914	0.03	Iris-setosa	
5.642951172950149	1.5573968279863954	0.8675504826430102	0.30	Iris-setosa	
2.4372488781412454	2.0084288636733185	1.8032977551573524	0.22	Iris-setosa	
2.49535050186013	1.1594687648648567	1.076627554115198	0.40	Iris-setosa	
5.429853362269955	1.9476387401277304	1.8168231452276438	0.26	Iris-setosa	
2.716533649918574	3.6807048155403472	0.9138041163244993	0.04	Iris-setosa	
0.7366255894845635	1.8950959069903661	0.30845868281944755	0.56	Iris-setosa	
2.741666352750648	4.171832989709258	0.0730089353747926	0.05	Iris-setosa	
3.8066830940769325	1.5979529049649077	1.5288912481115426	0.55	Iris-setosa	
1.753320129144269	1.4418728051996035	1.1885991567776533	0.21	Iris-setosa	
4.3965749576361395	1.5794985717140615	0.8187750394532981	0.55	Iris-setosa	
1.8971317136789745	2.86374108655074	1.6045535682238705	0.04	Iris-setosa	
0.08584997354614632	2.37346308513833	0.2497475237327576	0.30	Iris-setosa	
0.7677888561391111	4.308739343388857	0.3739330464301465	0.35	Iris-setosa	
4.810216091766444	3.8176721297708265	1.3658305949124234	0.09	Iris-setosa	
1.472370764429098	3.045860868114187	1.8225927657807977	0.01	Iris-setosa	
3.344320987098002	3.392990563213421	1.2467000780690671	0.30	Iris-setosa	
3.2280763292123655	1.3418540696793924	1.2861304987524769	0.26	Iris-setosa	
3.9161855171316975	2.493491124112681	1.489308761830795	0.15	Iris-setosa	
0.701371043007133	3.5979807402784925	1.804055458436806	0.37	Iris-setosa	
0.3853214255494169	4.213785772083758	0.2793471299432282	0.15	Iris-setosa	
4.34558311594521	2.1594061323339107	0.8301617724951845	0.37	Iris-setosa	
4.866563890214085	0.5394585121187011	0.899025771589253	0.57	Iris-setosa	
2.6439803491275082	0.8331578051256006	0.4930913361388273	0.33	Iris-setosa	
5.731651352052987	0.7265356219770583	0.19266478783855978	0.44	Iris-setosa	
3.215360644517642	3.0505917247950007	0.4160702608732298	0.18	Iris-setosa	
3.1705826623968894	4.1559315122267195	0.7865731687681042	0.56	Iris-setosa	
1.1891837798908786	2.7103030688061063	0.9798030295754704	0.14	Iris-setosa	
3.344783509432246	2.4488082027337876	0.1347041805909642	0.59	Iris-setosa	
3.1072797909417584	3.6374178254699148	1.68750940985363	0.51	Iris-setosa	
4.414113068909741	4.328784842228939	1.1365694966809767	0.23	Iris-setosa	
4.059162496548355	2.2952048360456985	0.6660877407931365	0.09	Iris-setosa	
3.3697422779926867	3.0169354842269374	0.24889792780128697	0.44	Iris-setosa	
2.807980009013745	1.4849439438521412	1.8123893194489336	0.16	Iris-setosa	
1.8549354984424542	0.6455124310557425	0.6875216411413276	0.09	Iris-setosa	
1.9141344384188825	0.6699888160775015	0.4685884223349914	0.11	Iris-setosa	
2.2057646777160422	2.8763326708382206	1.8909760490607332	0.35	Iris-setosa	
5.113600256172235	2.0599614468065703	0.6856321644942406	0.04	Iris-setosa	
3.7937910151755023	3.6097652109212253	0.49229542193462084	0.49	Iris-setosa	
2.4579750393582493	2.2910160873897203	1.7087541793124232	0.27	Iris-setosa	
5.402741297382763	2.770255881900974	0.5204912695210359	0.29	Iris-setosa	
4.7732907213555915	2.238110038845037	0.09403752492771217	0.54	Iris-setosa	
3.4212132614790955	0.05432810417312637	0.6281953895278594	0.05	Iris-setosa	
4.844620064234709	2.595218560680486	1.1400099368772965	0.23	Iris-setosa	
0.2834395273579533	1.0269968140250345	0.716953707653268	0.51	Iris-setosa	
5.183506175912069	2.359432150391002	1.4932568469888938	0.23	Iris-setosa	
4.2401419944684875	2.6525328282440466	0.5066542941678793	0.11	Iris-setosa	
4.285249571503781	0.8548722350629029	0.26203578362199065	0.08	Iris-setosa	
2.991507929279808	1.2455151393023338	1.0705746762293427	0.47	Iris-setosa	
2.9330806450693316	0.6323646767299449	1.4468771910519902	0.55	Iris-setosa	
5.364318126775419	0.928109305221083	1.8325318451536188	0.42	Iris-setosa	
0.7562526993886544	0.8808071656959822	1.3721553821947916	0.08	Iris-setosa	
3.065261008023326	1.7795081476549064	1.1976204034240772	0.04	Iris-setosa	
1.099082665336019	2.8861681659931246	0.8776146199966678	0.36	Iris-setosa	
1.792459536908464	0.7634741352538248	1.8630225762530235	0.14	Iris-setosa	
3.1079744424271043	1.7740557491866542	0.8038340558430701	0.15	Iris-setosa	
5.637246676247763	0.019918452889160856	1.430374499081264	0.18	Iris-setosa	
1.9934527267300128	1.4717930955666096	0.5806166477161567	0.11	Iris-setosa	
2.5582181245492928	0.6064568877994532	0.7161734542892247	0.39	Iris-setosa	
2.4742424737834083	2.925938048243209	1.202285828922982	0.54	Iris-setosa	
0.15959351623220833	0.47587828724147274	1.8317102278514792	0.43	Iris-setosa	
5.460420955231832	0.31118477770565406	1.0488744414117064	0.01	Iris-setosa	
0.05591884541213208	3.375463391141096	0.8790108203690069	0.07	Iris-setosa	
4.882677081474327	3.4665847128836136	0.0871904547712308	0.46	Iris-setosa	
3.555140129307761	2.454092318585805	1.4842721220502313	0.07	Iris-setosa	
4.024707152918172	0.29502443566280984	1.860743914151104	0.07	Iris-setosa	
3.6420793860520035	0.26307697087350435	1.7652762249143603	0.37	Iris-setosa	
4.165780113239258	2.7618975309812486	1.2525191144212864	0.31	Iris-setosa	
0.8943456654055904	0.3366571872628653	0.904266721894896	0.34	Iris-setosa	
0.9905010783205926	0.028908777891158314	1.5795767410867831	0.17	Iris-setosa	
1.2127106082618582	3.43809694892242	1.6727724730147144	0.21	Iris-setosa	
2.4728072081779353	4.158947313105075	0.5534701026816643	0.12	Iris-setosa	
1.097981143800565	3.0573189754853187	0.9298628536474339	0.15	Iris-setosa	
2.191224652330666	0.9279665951077087	1.015460181001376	0.10	Iris-setosa	
2.4563997076601343	2.246014829270828	0.4903182521479893	0.39	Iris-setosa	
0.08241990129964447	2.1798093411321116	0.23051343986852238	0.31	Iris-setosa	
1.7656030775183296	0.17616798645050655	0.9342013465701668	0.57	Iris-setosa	
1.6900750093174193	1.2599130686506008	1.2990669347616817	0.35	Iris-setosa	
4.2831730183196575	3.507927744218898	0.30431251722702746	0.45	Iris-setosa	
3.816119545585491	3.7638363478496846	1.4205452160904568	0.45	Iris-setosa	
5.22980659253692	4.352770865943244	1.113014117914095	0.43	Iris-setosa	
4.931349041657568	3.3365410361313637	1.5176135542902223	0.40	Iris-setosa	
3.1291410130265565	4.117889456220599	1.054908307381032	0.59	Iris-setosa	
4.7524625762166774	2.1583689291997485	0.5051510310608562	0.47	Iris-setosa	
1.736261455638969	0.8177408859925452	0.2968523286615952	0.16	Iris-setosa	
5.242549221611707	0.8536507551622925	0.6629291149428637	0.12	Iris-setosa	
4.836924678115211	3.7386992759050863	1.6917957821304639	0.55	Iris-setosa	
3.54205646876828	2.4578835530780996	1.6459789399648035	0.29	Iris-setosa	
3.849528807032748	4.042744653106897	1.6379244169213694	0.32	Iris-setosa	
3.587270225199427	1.3794161654231145	1.041632495028437	0.56	Iris-setosa	
0.21186200969158658	2.5961277488934593	0.1795946043603312	0.58	Iris-setosa	
5.023337903836385	4.191577869645448	0.8572216930389791	0.25	Iris-setosa	
1.5846589002356193	3.8089476997796607	0.5215430322045396	0.50	Iris-setosa	
4.868867524834258	2.591189517672555	0.7974195789879517	0.03	Iris-setosa	
1.9539976129672985	4.171580586625833	0.9028558258089953	0.48	Iris-setosa	
2.439131107070313	0.35939388045380216	1.465208622767146	0.51	Iris-setosa	
3.5645698924332754	0.8738959760521452	1.2521817057919602	0.17	Iris-setosa	
5.284906611104065	3.660742632229414	1.1954595773355177	0.31	Iris-setosa	
0.8658513858612341	2.9931993004186674	0.020673175979783798	0.19	Iris-setosa	
0.5539879635045314	3.9164780812591857	1.1051063717933334	0.56	Iris-setosa	
4.703208938502405	2.436836421042145	0.7641406201681199	0.51	Iris-setosa	
2.632394010457821	1.1879463277032083	1.1189005341415006	0.43	Iris-setosa	
0.8359703057119175	3.7254001450975314	1.0209033722606151	0.29	Iris-setosa	
5.172309690123405	2.7060798570403066	0.6047296648214896	0.26	Iris-setosa	
5.114493298388329	1.6024736967905782	1.1068220012974386	0.38	Iris-setosa	
3.463788672757606	2.6828871348454246	0.6274848572679859	0.51	Iris-setosa	
2.0982602509515114	3.3568502248158785	0.623996512959378	0.34	Iris-setosa	
5.157249245604827	3.4408864573129088	1.5054608079840113	0.31	Iris-setosa	
1.9470335752925954	0.24316534642249857	0.35461466659156266	0.43	Iris-setosa	
0.9937957597241321	2.5964214594341333	1.2282734415901402	0.39	Iris-setosa	
5.267099888769737	0.2868805971470735	1.0864349536154039	0.21	Iris-setosa	
2.0503950390164825	4.13279615808497	0.7702790623235014	0.59	Iris-setosa	
3.4446374857759525	2.65955416366796	0.8913881107824396	0.21	Iris-setosa	
2.0569408896742383	2.299167161409425	0.00847973003326906	0.59	Iris-setosa	
4.248235116299848	1.710337916229734	0.4537823228511084	0.47	Iris-setosa	
3.192236153531589	2.771128987584216	0.7288990561776735	0.45	Iris-setosa	
4.332595760671279	4.239637544264847	1.8195957757985963	0.37	Iris-setosa	
1.6159256596043494	1.4089329108677677	1.38041287721548	0.34	Iris-setosa	
5.725455394941051	0.7008726807956567	1.6133414461828186	0.27	Iris-setosa	
4.443408696243822	0.4492739994987543	1.0100189018042476	0.38	Iris-setosa	
0.8297484050584225	3.716275622284178	1.1439880284204338	0.26	Iris-setosa	
0.5207650063936686	2.266585025872285	1.7885303412863316	0.42	Iris-setosa	
2.7230508110564458	4.39266530003486	1.1964219280642616	0.36	Iris-setosa	
0.206723403721512	1.139775290161982	0.010677209347960903	0.27	Iris-setosa	
1.786332656915327	1.6231352081654158	1.0799341237532818	0.12	Iris-setosa	
5.61870515393945	3.360351169210427	1.5285999747419745	0.08	Iris-setosa	
3.7440505112470093	1.060590010080291	1.0802167834502734	0.00	Iris-setosa	
0.4499742008075303	1.5178550222063887	1.1527200598574265	0.26	Iris-setosa	
4.047612169098409	0.3490727083695743	0.33635376323064553	0.30	Iris-setosa	
3.514923053705067	1.498562444879097	0.9289712320020089	0.49	Iris-setosa	
4.384242901121912	0.2988153625925696	1.639288954090815	0.20	Iris-setosa	
5.429528792999087	3.8333730940781345	0.17637679070748677	0.51	Iris-setosa	
4.543287630719024	3.590953895784074	0.9232580348060989	0.42	Iris-setosa	
3.6840072754675135	0.530832812472932	0.8439561024604872	0.58	Iris-setosa	
2.921976354377531	3.297843350745709	0.4966665062865323	0.21	Iris-setosa	
4.814699693512811	1.2312261763644503	0.020945683447003937	0.06	Iris-setosa	
5.6026880932887675	4.204910891487453	0.03389966455330851	0.28	Iris-setosa	
3.0322197864905487	2.417675131042087	0.8093189904253915	0.48	Iris-setosa	
4.783741253239126	2.2199851073128696	1.5245479115600624	0.35	Iris-setosa	
4.112896506089099	3.7201822793749613	1.0425885773009702	0.54	Iris-setosa	
4.795743995541077	2.2560374396982295	0.2515326221424969	0.12	Iris-setosa	
2.4105392673240154	0.44855583215536016	1.509876377156671	0.47	Iris-setosa	
1.3855341813191662	2.0732747811973327	0.8446162069743302	0.58	Iris-setosa	
0.09556063029667661	1.390154097449847	1.7192350453515792	0.59	Iris-setosa	
1.1997414115820721	2.666520607302306	1.030781235910481	0.28	Iris-setosa	
2.5784855753090077	3.208386550258373	1.109205656290405	0.29	Iris-setosa	
1.6500019785838338	1.2838203794541572	0.1779627570590851	0.51	Iris-setosa	
0.9248794940417215	3.477909458084553	1.2925960059933301	0.56	Iris-setosa	
3.591857306303817	3.4622114322156157	0.9036184069972925	0.10	Iris-setosa	
5.718725485429003	3.492453202065118	1.5914633266784302	0.52	Iris-setosa	
3.0993682944431136	3.5665924599315066	0.9946203766919318	0.54	Iris-setosa	
1.0812831221504628	1.4812191709140332	1.497286698881649	0.25	Iris-setosa	
2.8674761869803	3.2176316684997674	1.8599536445106433	0.58	Iris-setosa	
2.2024594060133773	4.36978294115609	1.3653126134239495	0.15	Iris-setosa	
4.0241407807896765	1.694650117228215	1.312705574280099	0.34	Iris-setosa	
0.9917221335445106	3.7214424404693167	0.7270588696578927	0.36	Iris-setosa	
4.3842881078327585	3.499418693531623	1.652829888322704	0.14	Iris-setosa	
3.50558989034729	3.394947840393589	1.679960474644815	0.43	Iris-setosa	
1.6275990546266512	1.3668046881407978	1.7971707221408237	0.17	Iris-setosa	
4.658726000248022	2.754550072184263	0.5881424890411081	0.05	Iris-setosa	
1.332167897924266	4.108207823228055	1.5782303227679642	0.17	Iris-setosa	
2.375671209560692	3.1683071707598103	1.2033039231839633	0.13	Iris-setosa	
2.246065461312559	3.7737206192964834	1.2081650074359995	0.18	Iris-setosa	
3.990243685681689	1.0305844553933217	1.0896968505694116	0.53	Iris-setosa	
2.228835223463249	2.1189524614990884	0.27949403459781974	0.14	Iris-setosa	
2.3496395978761457	2.044686473577204	0.6121858189841447	0.02	Iris-setosa	
0.1449553109941151	1.8624541854059091	1.1490050838077905	0.14	Iris-setosa	
4.930264199081614	0.20155812636079948	0.62137091958606	0.55	Iris-setosa	
5.241296564850143	1.3196809365400306	1.1263414919630024	0.06	Iris-setosa	
3.5223255098298534	2.3904936555890073	1.0447599764098072	0.58	Iris-setosa	
3.190609310669049	1.2994298286576054	0.16375504150042883	0.14	Iris-setosa	
5.490220393472359	0.2777885837802539	1.6679732024361735	0.36	Iris-setosa	
3.4330680281329866	3.4486917614379617	1.8185090375259751	0.30	Iris-setosa	
5.465746809131707	3.3892743033310926	1.1649656006722413	0.55	Iris-setosa	
3.8979073708249614	2.3318530374299558	0.9344157667487077	0.57	Iris-setosa	
3.9811713833638644	2.032671749870506	0.4112508385959456	6.00	Iris-setosa	
0.6371792933655294	1.0301855160520976	1.3639929194791076	0.31	Iris-setosa	
1.1991833645113892	2.5957022501060294	1.3891112090751152	0.13	Iris-setosa	
3.153663138453702	1.947562026316911	1.1277234780916285	0.55	Iris-setosa	
5.546768638136213	1.65589207733243	1.0687782413247087	0.57	Iris-setosa	
0.2549595209218374	0.4083351532085267	0.6819028180003232	0.22	Iris-setosa	
5.71003240435004	4.03800949337869	1.024567824738862	0.16	Iris-setosa	
2.515799991068522	0.9333162832967304	1.1415581332602474	0.01	Iris-setosa	
0.8970024236829522	1.8550707118163867	0.8199549329372814	0.50	Iris-setosa	
4.6806032711658645	2.379792991733922	1.579924371682606	0.05	Iris-setosa	
0.12544579685837948	4.268852676076241	0.6705716268332496	0.59	Iris-setosa	
2.7883086213640937	0.43152208239141127	1.2009605599953763	0.09	Iris-setosa	
1.3427282033926728	2.0058508247713034	1.3691129852235855	0.23	Iris-setosa	
5.05151907349139	4.224635609282751	1.25639159577187	0.00	Iris-setosa	
3.2347480890403895	2.564617344747073	1.3311358449765942	0.30	Iris-setosa	
0.1719850457584933	3.395396961552646	0.15375945743948743	0.04	Iris-setosa	
5.4309768444585425	0.35042054284862806	0.5957335129275114	0.56	Iris-setosa	
4.824458354423867	3.3357461432196613	0.3769682437542736	0.20	Iris-setosa	
0.6626361254965226	2.273159427275196	1.1900722517041913	0.49	Iris-setosa	
0.2909508085651866	1.142569723606065	0.715807546141559	0.20	Iris-setosa	
4.481043919258736	1.644473637773924	1.341772828997465	0.51	Iris-setosa	
4.677425545838142	0.24663429460005057	0.9759386360688008	0.27	Iris-setosa	
1.3931596852926666	1.1099846841489025	0.49812189910338867	0.30	Iris-setosa	
0.7949540421806524	0.0071200580730971024	1.215827220577449	0.35	Iris-setosa	
0.921361342810337	1.6526069604269102	0.286097822769404	0.27	Iris-setosa	
3.837370107919317	3.257693346815138	0.8321081399744488	0.21	Iris-setosa	
4.144483352961698	3.402865248154688	0.3221950288347815	0.27	Iris-setosa	
3.43745134007426	2.290053882746442	1.3898653502832095	0.50	Iris-setosa	
1.7271496609753598	3.492156618865783	1.5560309149849338	0.01	Iris-setosa	
3.3336593865325423	1.6608954774212084	0.4693125786107599	0.49	Iris-setosa	
4.094429753277738	3.6848942031905314	1.8067207925641773	0.46	Iris-setosa	
0.5294716093413272	0.9082172571014154	0.3753578383137808	0.01	Iris-setosa	
1.458852329033302	2.025470244908893	0.9260039526198314	0.17	Iris-setosa	
2.4773326939220657	2.1629232978520574	0.9315374893984035	0.43	Iris-setosa	
2.256804365869926	1.0359763991580289	1.197106032531857	0.34	Iris-setosa	
2.469260649631704	3.141647261197982	1.154803130129187	0.46	Iris-setosa	
4.201350468152353	0.1006178079653707	0.45332199198189804	0.02	Iris-setosa	
3.0661363102459553	3.1067405386620157	0.8826462833208989	0.57	Iris-setosa	
3.0085004936346107	2.372758945101609	0.5753035044739231	0.57	Iris-setosa	
4.847707625214801	2.0793607907675664	1.4990453099328727	0.09	Iris-setosa	
0.30395926652019084	1.640539500899755	1.3010361348680641	0.15	Iris-setosa	
1.0153411776945713	1.0915988315219678	1.5807182252341783	0.41	Iris-setosa	
